/class/@label;/class/aliases/alias/@title
营业收入(同比增长率);营收
营业收入(同比增长率);
区间成交均价;成交均价
区间成交均价;均价
区间成交均价;
单一最大客户贷款比例;
券商理财产品持股数量;
净利润／营业总收入(ttm);净利润/营业总收入(ttm)
净利润／营业总收入(ttm);
配股进度;
公司传真;
连涨天数;连续涨了
连涨天数;上涨天数
连涨天数;连续上涨天数
连涨天数;
长期负债合计;长期负债
长期负债合计;
应付代理证券款;
现金流量表.未确认的投资损失;现金流量表未确认的投资损失
现金流量表.未确认的投资损失;
上市首日成交均价;
收回的中长期贷款;
周最高价日;最高价日
周最高价日;
预测市盈率(pe,最新预测);预测市盈率
预测市盈率(pe,最新预测);市盈率(pe)
预测市盈率(pe,最新预测);预期市盈率
预测市盈率(pe,最新预测);pe
预测市盈率(pe,最新预测);
单季度.销售净利率;单季度销售净利率
单季度.销售净利率;
综合评级(数值);综合评级
综合评级(数值);机构评级
综合评级(数值);
递延所得税资产;
非流动资产／总资产;非流动资产/总资产
非流动资产／总资产;
存贷款比例;存贷比
存贷款比例;存贷款利率
存贷款比例;
周均价;均价
周均价;
上市首日涨跌幅;首日涨幅
上市首日涨跌幅;上市表现
上市首日涨跌幅;上市首日涨幅
上市首日涨跌幅;上市首日表现
上市首日涨跌幅;
利润总额(n年,增长率);利润总额n年增长率
利润总额(n年,增长率);
单季度.手续费支出;单季度手续费支出
单季度.手续费支出;
年最低价;最低价
年最低价;
以投资偿还债务;
固定资产减值准备-办公及其他设备;
存货跌价准备-开发成本;
分出保费;
年度可转债发行量;可转债发行量
年度可转债发行量;可转债发行数量
年度可转债发行量;
中长期贷款-年平均利率;
卖出回购证券款增减净额;
息税折旧摊销前利润ebitda;息税折旧摊销前利润(ebitda)
息税折旧摊销前利润ebitda;ebitda
息税折旧摊销前利润ebitda;息税折旧摊销前利润
息税折旧摊销前利润ebitda;
销售商品提供劳务收到的现金(ttm);
超额认购倍数;申购倍数
超额认购倍数;新股申购认购倍数
超额认购倍数;新股认购倍数
超额认购倍数;
单季度.证券及租赁业务现金增加净额;单季度证券及租赁业务现金增加净额
单季度.证券及租赁业务现金增加净额;
未清偿可转债代码;
毛利(ttm);
单季度.递延所得税资产减少;单季度递延所得税资产减少
单季度.递延所得税资产减少;
速动比率;速动率
速动比率;速冻比率
速动比率;速动比
速动比率;
其他费用(特殊及平衡项目);
单季度.自营证券跌价损失;单季度自营证券跌价损失
单季度.自营证券跌价损失;
预测每股净资产(bps)最小值;预测每股净资产最小值
预测每股净资产(bps)最小值;
其他长期投资(特殊及平衡项目);
单季度.发放的中长期贷款;单季度发放的中长期贷款
单季度.发放的中长期贷款;
总负债(同比增长率);负债同比增长率
总负债(同比增长率);总负债同比增长率
总负债(同比增长率);
机构最近预测时间;
应收分保未到期责任准备金;
应收进出口押汇;
年化总资产净利率;
机构投资评级(原始);
递延税款贷项(减借项);
待摊费用;
核心资本净额;
衍生金融资产;
单季度.总资产净利率roa;单季度总资产净利率roa
单季度.总资产净利率roa;单季度.总资产净利率
单季度.总资产净利率roa;单季度.资产净利率(roa)
单季度.总资产净利率roa;
可供出售金融资产;可供出售的金融资产
可供出售金融资产;
单季度.手续费收入;单季度手续费收入
单季度.手续费收入;
股东大会股权登记日;
卖出回购金融资产款;
机构预测每股收益;每股收益eps-基本
机构预测每股收益;预测每股业绩
机构预测每股收益;
公开发行超额认购倍数;
营业成本;
贷款呆帐准备金;
其他长期负债(特殊及平衡项目);
市盈率(pe);盈率
市盈率(pe);动态市盈率
市盈率(pe);pe市盈率
市盈率(pe);动态pe
市盈率(pe);市盈
市盈率(pe);市盈利
市盈率(pe);收盘市盈率
市盈率(pe);市盈率
市盈率(pe);动态市盈
市盈率(pe);pe
市盈率(pe);
现金流量表附注净利润;现金流量表现金流量表附注净利润
现金流量表附注净利润;现金流量表.现金流量表附注净利润
现金流量表附注净利润;
股票代码;
市现率(pcf,经营现金流);pcf
市现率(pcf,经营现金流);市现率
市现率(pcf,经营现金流);
业绩快报.主营业务利润;业绩快报主营业务利润
业绩快报.主营业务利润;
自营证券跌价损失;
待处理抵债资产;
营业利润／营业总收入(ttm);营业利润/营业总收入(ttm)
营业利润／营业总收入(ttm);
应收分保账款;
持有至到期投资;持有到期投资
持有至到期投资;
应交增值税-转出多交增值税;
单季度.汇兑净收益收到的现金;单季度汇兑净收益收到的现金
单季度.汇兑净收益收到的现金;
财务公司持股数量;
主动买入中单金额;
单季度.分配股利、利润或偿付利息支付的现金;单季度分配股利、利润或偿付利息支付的现金
单季度.分配股利、利润或偿付利息支付的现金;
主营构成(按地区)-项目利润;
市值配售有效申购股数;
单季度.固定资产报废损失;单季度固定资产报废损失
单季度.固定资产报废损失;
所属申万行业;所属行业
所属申万行业;行业
所属申万行业;
其他非流动负债;
长期储蓄存款;
单季度.处置固定无形和长期资产收回的现金;单季度处置固定无形和长期资产收回的现金
单季度.处置固定无形和长期资产收回的现金;
投资性房地产;投资性房地产-净额
投资性房地产;
单季度.净利润;单季度.利润表.净利润
单季度.净利润;单季度净利润
单季度.净利润;利润
单季度.净利润;净利润
单季度.净利润;
单季度.归属母公司股东的净利润同比增长率;单季度归属母公司股东的净利润同比增长率
单季度.归属母公司股东的净利润同比增长率;利润增长率
单季度.归属母公司股东的净利润同比增长率;单季度.净利润同比增长率
单季度.归属母公司股东的净利润同比增长率;
抵押贷款;
应收款项净额;
增发价格;增发价
增发价格;
单季度.投资活动现金流出小计;单季度投资活动现金流出小计
单季度.投资活动现金流出小计;
jensen(年化);
其他综合收益;
归属母公司股东的净利润-扣除非经常损益(n年,增长率);扣非后归属于母公司的净利润累计增长率
归属母公司股东的净利润-扣除非经常损益(n年,增长率);扣非后归属于母公司的净利润增长率
归属母公司股东的净利润-扣除非经常损益(n年,增长率);
收到其他与投资活动有关的现金;收到的其他与投资活动有关的现金
收到其他与投资活动有关的现金;
存款利息支出支付的现金;
区间最低价;最低价
区间最低价;
无息非流动负债;
利息回收率;
企业年金持股比例;
单季度.以存货偿还债务;单季度以存货偿还债务
单季度.以存货偿还债务;
总有效申购户数;申购户数
总有效申购户数;
固定资产减值准备-专用设备;
上网发行数量;
qfii持股比例;qfii持仓
qfii持股比例;
息税前利润(ttm);
筹资活动产生的现金流量净额;融资活动现金流
筹资活动产生的现金流量净额;筹资活动产生的现金流量(元)
筹资活动产生的现金流量净额;
单季度.主营业务支出;单季度主营业务支出
单季度.主营业务支出;
处置子公司及其他营业单位收到的现金净额;
资产总计;资产规模
资产总计;总资产
资产总计;总资本
资产总计;所有资产
资产总计;规模
资产总计;资产合计
资产总计;资产总额
资产总计;资产总计
资产总计;
国有股比例;
均价;均价
均价;
应交增值税-年初未交数;
每股未分配利润;每股非分利润
每股未分配利润;未分配利润
每股未分配利润;未分配利润每股
每股未分配利润;每股未分利润
每股未分配利润;每股未分配净利润
每股未分配利润;每股没分配利润
每股未分配利润;每股未分配
每股未分配利润;
单季度.购买商品、接受劳务支付的现金;单季度购买商品、接受劳务支付的现金
单季度.购买商品、接受劳务支付的现金;
营业成本-非金融类(ttm);
流通股东每10股实际获得股数;
坏帐准备-其他应收款;坏账准备-其他应收款
坏帐准备-其他应收款;
单季度.发生筹资费用所支付的现金;单季度发生筹资费用所支付的现金
单季度.发生筹资费用所支付的现金;
自营证券跌价准备;
存货跌价准备-在产品;
短期贷款-平均余额;
委托贷款减值准备;
投资活动现金流出小计;投资现金支出
投资活动现金流出小计;投资活动现金流出
投资活动现金流出小计;
非利息收入占比;
提取储备基金;
与其他金融机构拆借资金净额;
主动卖出大单金额;主动卖出大单
主动卖出大单金额;
单季度.提取未到期责任准备金;单季度提取未到期责任准备金
单季度.提取未到期责任准备金;单季度提取保险责任准备金
单季度.提取未到期责任准备金;
预测每股收益最大值;
年前收盘价;前收盘价
年前收盘价;
存货的减少(减增加);
单季度.摊回保险责任准备金;单季度摊回保险责任准备金
单季度.摊回保险责任准备金;
以前年度损益调整;
应交增值税-期末未抵扣数;
网上向老股东优先配售比例;
b股市值(含限售股,折人民币);
股改前非流通股;
周最低收盘价日;最低收盘价日
周最低收盘价日;
委托存款与委托贷款净额;
应付普通股股利;
预测每股净资产(bps)中值;预测每股净资产中值
预测每股净资产(bps)中值;
流通b股占总股本比例;
派息日;
保守速动比率;
流通股合计占总股本比例;流通股占比
流通股合计占总股本比例;流通持股比例
流通股合计占总股本比例;流通比例
流通股合计占总股本比例;流通股
流通股合计占总股本比例;
财务费用明细-其他;
预测每股现金流(cps)平均值;预测每股现金流平均值
预测每股现金流(cps)平均值;
一月内净利润调高家数;
负债合计;负债总计
负债合计;总债务
负债合计;总负债
负债合计;负债
负债合计;
固定资产减值准备-其他设备;
卖出回购证券款;
月平均换手率;均换手率
月平均换手率;平均换手率
月平均换手率;换手率
月平均换手率;
筹资活动现金净流量(ttm);
其他投资现金流出(特殊及平衡项目);
单季度.业务及管理费;单季度业务及管理费
单季度.业务及管理费;
短期贷款收回与发放净额;
递延所得税负债;
n日涨跌幅;
固定资产减值准备-机器设备;
上市公司每10股转增股数;
存放央行和同业款项净增加额;
加权风险资产净额;
董事会预案公告日;
应收票据;
股票发行面值;股票面值
股票发行面值;股票账面值
股票发行面值;
单季度.以固定资产进行长期投资;单季度以固定资产进行长期投资
单季度.以固定资产进行长期投资;
单季度.主营业务利润;单季度主营业务利润
单季度.主营业务利润;
货币资金的期初余额;
总超额认购倍数;增发有效认购倍数
总超额认购倍数;
单季度.拆出资金的减少(减增加);单季度拆出资金的减少(减增加)
单季度.拆出资金的减少(减增加);
单季度.其他营业收入收到的现金;单季度其他营业收入收到的现金
单季度.其他营业收入收到的现金;
向其他金融机构拆入资金净增加额;
周最高价;最高价
周最高价;
企业自由现金流量fcff;自由现金流量
企业自由现金流量fcff;fcff
企业自由现金流量fcff;free cash flow
企业自由现金流量fcff;企业自由现金流
企业自由现金流量fcff;企业自由现金流量(fcf)
企业自由现金流量fcff;自由现金流
企业自由现金流量fcff;
区间收盘价;收盘价
区间收盘价;
已获利息倍数(ebit／利息费用);已获利息倍数
已获利息倍数(ebit／利息费用);利息保障倍数
已获利息倍数(ebit／利息费用);利息倍数
已获利息倍数(ebit／利息费用);已获利息倍数(ebit/利息费用)
已获利息倍数(ebit／利息费用);
单季度.经营活动净收益;单季度经营活动净收益
单季度.经营活动净收益;
资产减值损失／营业总收入;资产减值损失/营业总收入
资产减值损失／营业总收入;
存货明细-包装物;
每股盈余公积;每股盈余公积金
每股盈余公积;盈余公积金
每股盈余公积;
净资产收益率roe(ttm);净资产收益率(ttm)
净资产收益率roe(ttm);
存货跌价损失;
单季度.委托存款与委托贷款净额;单季度委托存款与委托贷款净额
单季度.委托存款与委托贷款净额;
价值变动净收益／利润总额;价值变动净收益/利润总额
价值变动净收益／利润总额;
流动资产合计;流动资产
流动资产合计;
单季度.扣除非经常损益后的净利润／净利润;单季度扣除非经常损益后的净利润／净利润
单季度.扣除非经常损益后的净利润／净利润;单季度.扣除非经常损益后的净利润/净利润
单季度.扣除非经常损益后的净利润／净利润;
股权分置实施股权登记日;
单季度.归属母公司股东的净利润环比增长率;单季度归属母公司股东的净利润环比增长率
单季度.归属母公司股东的净利润环比增长率;单季度.净利润环比增长率
单季度.归属母公司股东的净利润环比增长率;
递延收益-非流动负债;
单季度.计提的存货跌价损失准备;单季度计提的存货跌价损失准备
单季度.计提的存货跌价损失准备;
单季度.存货跌价损失;单季度存货跌价损失
单季度.存货跌价损失;
单季度.支付的长期存款本金;单季度支付的长期存款本金
单季度.支付的长期存款本金;
b股市值(不含限售股,交易币种);
主营业务税金及附加;
应付短期债券;
被动买入大单金额;被动买入大单
被动买入大单金额;
应付优先股股利;
每股收益eps-扣除／期末股本摊薄;每股收益eps-扣除/期末股本摊薄
每股收益eps-扣除／期末股本摊薄;
波动率;
资本净额;
股权激励方案;
存入保证金;
处置固定无形和长期资产收回的现金;
总资产净利率roa(ttm);
递延资产;
营业总收入(n年,增长率);主营业务收入n年增长率
营业总收入(n年,增长率);单季度.营业总收入
营业总收入(n年,增长率);营业总收入
营业总收入(n年,增长率);营业总收入n年增长率
营业总收入(n年,增长率);
单季度.经营活动净收益／利润总额;单季度经营活动净收益／利润总额
单季度.经营活动净收益／利润总额;单季度.经营活动净收益/利润总额
单季度.经营活动净收益／利润总额;
战略投资者持股;
上市首日最高价;
向中央银行借款;
应收分保长期健康险责任准备金;
支付给职工以及为职工支付的现金;
预测息税折旧摊销前利润(ebitda)标准差;预测息税折旧摊销前利润标准差
预测息税折旧摊销前利润(ebitda)标准差;
公开发行数量;
有形资产／净债务;有形资产/净债务
有形资产／净债务;
融资租赁固定资产;
净息差;
退保金;
固定资产减值准备-运输工具;
其他流动资产(特殊报表科目);
业绩预告日期;预告净利润报告期
业绩预告日期;预告日期
业绩预告日期;业绩预告时间
业绩预告日期;
未到期责任准备金;
一月内净利润维持家数;
存放同业款项;
工商登记号;
月最低价;最低价
月最低价;
单季度.营业利润同比增长率;单季度营业利润同比增长率
单季度.营业利润同比增长率;单季度.营业利润
单季度.营业利润同比增长率;单季度.主营业务利润同比增长率
单季度.营业利润同比增长率;
销售成本率;
预测净资产收益率(roe)平均值;预测净资产收益率平均值
预测净资产收益率(roe)平均值;
treynor;
周最低收盘价;最低收盘价
周最低收盘价;
首发承销方式;新股承销方式
首发承销方式;
现金股利(转出);
单季度.营业费用;单季度营业费用
单季度.营业费用;
单季度.扣除非经常损益后的净利润;单季度扣除非经常损益后的净利润
单季度.扣除非经常损益后的净利润;
投资活动现金流入小计;
负债合计(mrq);
投资所支付的现金;
短期资产流动性比例(人民币);
单季度.投资收益;单季度投资收益
单季度.投资收益;
递延资产摊销;
利息支出;利息费用
利息支出;
其他筹资现金流入(特殊及平衡项目);
单季度.财政返还;单季度财政返还
单季度.财政返还;
现金等价物的期初余额;
在建工程减值准备;
资本公积金;资本公积
资本公积金;公积
资本公积金;公积金
资本公积金;未分配公积金
资本公积金;
单季度.发放的短期贷款净额;单季度发放的短期贷款净额
单季度.发放的短期贷款净额;
存货明细-委托加工材料;
单季度.现金等价物的期末余额;单季度现金等价物的期末余额
单季度.现金等价物的期末余额;
存出资本保证金;
预测总资产收益率(roa)标准差;预测总资产收益率标准差
预测总资产收益率(roa)标准差;
配股公告日;
最大十家客户贷款比例;
股权登记日;分红登记日
股权登记日;股权登记
股权登记日;
单季度.营业收入同比增长率;单季度营业收入同比增长率
单季度.营业收入同比增长率;单季度.主营业务收入同比增长率
单季度.营业收入同比增长率;单季度营收同比增长率
单季度.营业收入同比增长率;收入增速
单季度.营业收入同比增长率;收入
单季度.营业收入同比增长率;
每股现金流量净额(ttm);每股现金流量cfps(ttm)
每股现金流量净额(ttm);
预测营业利润中值;
周换手率;换手率
周换手率;
其他长期负债;
固定资产;固定资产-净额
固定资产;
非上市外资股;
单季度.偿还债务所支付的现金;单季度偿还债务所支付的现金
单季度.偿还债务所支付的现金;
代理证券;
所得税;税收
所得税;
预测净利润平均值;
信息披露人;
区间日均成交量;日均成交量
区间日均成交量;成交量
区间日均成交量;
业绩快报.净资产;业绩快报净资产
业绩快报.净资产;
其他负债;
月最高收盘价日;最高收盘价日
月最高收盘价日;
单季度.质押贷款净增加额;单季度质押贷款净增加额
单季度.质押贷款净增加额;
产权比率(负债合计／归属母公司股东的权益);产权比率
产权比率(负债合计／归属母公司股东的权益);
单季度.租赁收益;单季度租赁收益
单季度.租赁收益;
已赚保费;
现金及存放中央银行款项;
b股市值(不含限售股,折人民币);
利息收入;
预测主营业务收入平均值;
配股价格;
单季度.经营活动产生的现金流量净额／经营活动净收益;单季度经营活动产生的现金流量净额／经营活动净收益
单季度.经营活动产生的现金流量净额／经营活动净收益;单季度.经营活动产生的现金流量净额/经营活动净收益
单季度.经营活动产生的现金流量净额／经营活动净收益;
管理费用;
营业总成本(n年,增长率);营业总成本
营业总成本(n年,增长率);营业总成本n年增长率
营业总成本(n年,增长率);
委托贷款及委托投资;
股改前非流通股占总股本比例;股改前非流通股比例
股改前非流通股占总股本比例;
其他无形资产(特殊报表科目);
单季度.归属于母公司普通股东的综合收益总额;单季度归属于母公司普通股东的综合收益总额
单季度.归属于母公司普通股东的综合收益总额;单季度.综合收益总额
单季度.归属于母公司普通股东的综合收益总额;
单季度.吸收投资收到的现金;单季度吸收投资收到的现金
单季度.吸收投资收到的现金;
单季度.融资租赁固定资产;单季度融资租赁固定资产
单季度.融资租赁固定资产;
债务转为资本;
投资损失(减收益);
同业拆入;
短期储蓄存款;
次级-占比;
存货跌价准备-低值易耗品;
贷款利息收入收到的现金;
股东权益(mrq);股東權益
股东权益(mrq);股东权益
股东权益(mrq);
市值配售有效申购户数;
归属母公司股东的权益(mrq);母公司少数股东权益
归属母公司股东的权益(mrq);归属母公司权益
归属母公司股东的权益(mrq);归属母公司股东的权益
归属母公司股东的权益(mrq);
逾期贷款;
单季度.资产减值准备;单季度资产减值准备
单季度.资产减值准备;单季度现金流量表-资产减值准备
单季度.资产减值准备;
扣除非经常损益后的净利润／净利润;扣除非经常损益后的净利润/净利润
扣除非经常损益后的净利润／净利润;
投入资本回报率roic;资本回报率
投入资本回报率roic;roic
投入资本回报率roic;回报率
投入资本回报率roic;投入资产收益率
投入资本回报率roic;投入资本回报
投入资本回报率roic;投入资本回报率(roic)
投入资本回报率roic;投入资本回报率
投入资本回报率roic;投入资本回率
投入资本回报率roic;投资回报率
投入资本回报率roic;股本投资回报率
投入资本回报率roic;资本利用回报率
投入资本回报率roic;
三板合计占总股本比例;三板合计占总股本比
三板合计占总股本比例;
增发获准日期;
不良贷款拔备覆盖;
单季度.少数股东损益;单季度少数股东损益
单季度.少数股东损益;
毛利;销售毛利润
毛利;毛收入
毛利;毛利润
毛利;
成本收入比;
年涨跌幅;涨跌幅
年涨跌幅;
息税前利润ebit;息税前利润
息税前利润ebit;ebit
息税前利润ebit;息税前利润(ebit)
息税前利润ebit;息税前利润/营业总收入
息税前利润ebit;
单季度.营业利润环比增长率;单季度营业利润环比增长率
单季度.营业利润环比增长率;单季度.营业利润
单季度.营业利润环比增长率;单季度.主营业务利润环比增长率
单季度.营业利润环比增长率;
市净率(pb,最新);市账率
市净率(pb,最新);pb
市净率(pb,最新);市净
市净率(pb,最新);
单季度.客户存款和同业存放款项净增加额;单季度客户存款和同业存放款项净增加额
单季度.客户存款和同业存放款项净增加额;
单季度.主营业务税金及附加;单季度主营业务税金及附加
单季度.主营业务税金及附加;
经营活动产生的现金流量净额／净债务;经营活动产生的现金流量净额/净债务
经营活动产生的现金流量净额／净债务;
公司中文名称;公司名称
公司中文名称;
内部应收款;
主营构成(按行业)-项目收入;主营构成(按行业).项目收入
主营构成(按行业)-项目收入;
担保余额合计;担保额
担保余额合计;担保余额
担保余额合计;担保金额
担保余额合计;
单季度.经营性应付项目的增加;单季度经营性应付项目的增加
单季度.经营性应付项目的增加;
连跌天数;下跌天数
连跌天数;
金融机构往来收入;
单季度.净利润同比增长率;单季度净利润同比增长率
单季度.净利润同比增长率;单季度.净利润
单季度.净利润同比增长率;净利润(同比增长率)
单季度.净利润同比增长率;单季度净利润增长率
单季度.净利润同比增长率;净利润同比增长率
单季度.净利润同比增长率;
拨付下属资金;
成交额;成交金额
成交额;交易金额
成交额;交易额
成交额;
n日最低流通a市值;
主营构成(按地区)-项目收入;
应交增值税-销项税额;
单季度.摊回分保费用;单季度摊回分保费用
单季度.摊回分保费用;
取得投资收益所收到的现金;
业绩预告摘要;业绩预告内容
业绩预告摘要;
单季度.经营性应收项目的减少(减增加);单季度经营性应收项目的减少(减增加)
单季度.经营性应收项目的减少(减增加);
单季度.货币资金的期初余额;单季度货币资金的期初余额
单季度.货币资金的期初余额;
应交增值税-本期转入数;
单季度.其他业务利润;单季度其它业务利润
单季度.其他业务利润;
生产性生物资产;生产性生物资产-净额
生产性生物资产;
区间交易日数;交易日数
区间交易日数;
月均价;均价
月均价;
主营构成(按行业)-项目名称;
公司独立董事(现任);
机构投资评级(标准化评级);投资评级
机构投资评级(标准化评级);评级
机构投资评级(标准化评级);机构推荐
机构投资评级(标准化评级);机构评级
机构投资评级(标准化评级);
转作股本的普通股股利;
净利润差额(合计平衡项目);
拆入资金比例;
经营活动产生的现金流量净额／经营活动净收益;经营活动产生的现金流量净额/经营活动净收益
经营活动产生的现金流量净额／经营活动净收益;
资产差额(特殊报表科目);
预测净利润最小值;
三板a股占总股本比例;
拆出资金比例;
首发募集资金;首次募集资金
首发募集资金;发行新股募集资金
首发募集资金;总筹资额
首发募集资金;首次上市募集资金
首发募集资金;首次公开发行股票募集资金
首发募集资金;
带息债务;
当期计提折旧与摊销;
融券余量;
负债及股东权益差额(特殊及平衡项目);
融资偿还额;
价值变动净收益(ttm);
企业倍数(ev2/ebitda);ev2/ebitd
企业倍数(ev2/ebitda);企业倍数
企业倍数(ev2/ebitda);
单季度.销售费用/营业总收入;单季度销售费用/营业总收入
单季度.销售费用/营业总收入;
增发数量;增发发行数量
增发数量;
净利润;业绩净利润
净利润;主营业务净利润
净利润;主营净利润
净利润;利润净额
净利润;利润表.净利润
净利润;近利润
净利润;静利润
净利润;业绩
净利润;利润
净利润;净利
净利润;净利润
净利润;
cpi;cpi(上年=100)
cpi;居民消费价格指数(CPI)
cpi;
业务及管理费;
isin代码;
股权分置实施股权公告日;
坏帐准备合计;坏账准备合计
坏帐准备合计;坏账准备
坏帐准备合计;
单季度.其他营业支出支付的现金;单季度其他营业支出支付的现金
单季度.其他营业支出支付的现金;
预测每股现金流(cps)最小值;预测每股现金流最小值
预测每股现金流(cps)最小值;
单季度.支付手续费的现金;单季度支付手续费的现金
单季度.支付手续费的现金;
公司网站;官网
公司网站;主页
公司网站;网站
公司网站;网址
公司网站;官方网站
公司网站;网
公司网站;首页
公司网站;
偿还债务支付的现金;
分配股利、利润或偿付利息支付的现金;
应付保单红利;
单季度.处置交易性金融资产净增加额;单季度处置交易性金融资产净增加额
单季度.处置交易性金融资产净增加额;
首发后总股本(上市日);首发股本
首发后总股本(上市日);首发总股本
首发后总股本(上市日);
单季度.代理证券增减净额;单季度代理证券增减净额
单季度.代理证券增减净额;
市值配售缴款日期;
单季度.与其他金融机构拆借资金净额;单季度与其他金融机构拆借资金净额
单季度.与其他金融机构拆借资金净额;
受托客户资产管理业务净收入;
涨跌幅;股价涨跌幅
涨跌幅;收盘涨幅
涨跌幅;涨跌幅
涨跌幅;
每股净资产bps;资产净值
每股净资产bps;股东权益(mrq)
每股净资产bps;每股净资产
每股净资产bps;bps
每股净资产bps;bvps
每股净资产bps;净值
每股净资产bps;每股净资
每股净资产bps;每股净资产值
每股净资产bps;每股资产值
每股净资产bps;股票净值
每股净资产bps;净资产
每股净资产bps;股东权益合计
每股净资产bps;
独立账户资产;
长期投资合计;
负债差额(合计平衡项目);
实际配股数;
大股东持股数量;大股东持股数
大股东持股数量;
保险公司持股比例;保险基金持股比例
保险公司持股比例;保险机构持股比例
保险公司持股比例;险资持股
保险公司持股比例;
支付的长期存款本金;
投资活动现金净流量(ttm);投资活动现金净流量
投资活动现金净流量(ttm);
营业费用支付的现金;
净利润(n年,增长率);净利润n年增长率
净利润(n年,增长率);单季度.净利润
净利润(n年,增长率);
一月内主营业务收入维持家数;
其他筹资现金流出(特殊及平衡项目);
首发主承销商;承销商
首发主承销商;主承销商
首发主承销商;承销
首发主承销商;
资产总计(相对年初增长率);资产总计
资产总计(相对年初增长率);
每股经营活动产生的现金流量净额;每股经营现金流
每股经营活动产生的现金流量净额;每股经营现金
每股经营活动产生的现金流量净额;每股经营性现金流量
每股经营活动产生的现金流量净额;每股经营性净现金流
每股经营活动产生的现金流量净额;每股经营性活动现金流量
每股经营活动产生的现金流量净额;每股经营性现金净额
每股经营活动产生的现金流量净额;每股经营性现金流
每股经营活动产生的现金流量净额;经营活动产生的现金流量净额
每股经营活动产生的现金流量净额;
是否属于重要指数成分;
财务费用明细-手续费;
净利润复合年增长率;净利润复合收益率
净利润复合年增长率;净利润年均复合增产率
净利润复合年增长率;净利润年复合增长率
净利润复合年增长率;净利率复合增长率
净利润复合年增长率;复合年增长率
净利润复合年增长率;年化复合增长率
净利润复合年增长率;
销售期间费用率(ttm);
发行短期债券;
自营证券增减净额;
其他流动资产;
其他无形资产(合计平衡项目);
单季度.融资租入固定资产;单季度融资租入固定资产
单季度.融资租入固定资产;
所属证监会行业;证监会行业
所属证监会行业;所属证监会行业类别
所属证监会行业;
年平均换手率;均换手率
年平均换手率;平均换手率
年平均换手率;
住房周转金;
调整以前年度损益;
向老股东配售股权登记日;
分保费用;
所属证监会行业代码;
应交增值税-期末未交数;
总资产(同比增长率);总资产增长率
总资产(同比增长率);总资产同比增长率
总资产(同比增长率);
净债务;
预测每股收益标准差;
应付债券利息支出;
摊回赔付支出;
证券销售差价收入;
营运资本;营运资金
营运资本;
一般准备;
单季度.贷款利息收入收到的现金;单季度贷款利息收入收到的现金
单季度.贷款利息收入收到的现金;
单季度.保单红利支出;单季度保单红利支出
单季度.保单红利支出;
流通b股;
现金等价物的期末余额;
总市值;股票市值
总市值;市值
总市值;市价总值
总市值;市面价值
总市值;总股本总值
总市值;
预测市盈率(pe,历史预测);pe
预测市盈率(pe,历史预测);
质押贷款净增加额;
首发前总股本;上市前总股本
首发前总股本;
a股合计占总股本比例;
价值变动净收益／利润总额(ttm);价值变动净收益/利润总额(ttm)
价值变动净收益／利润总额(ttm);
单季度.赔付支出净额;单季度赔付支出净额
单季度.赔付支出净额;
振幅;震福
振幅;股价振幅
振幅;振荡
振幅;振荡幅度
振幅;收盘价振幅
振幅;波动幅度
振幅;波幅
振幅;浮动
振幅;涨跌起伏
振幅;股价浮动
振幅;股价震荡
振幅;震幅
振幅;股价波动
振幅;股价振副
振幅;股价波副
振幅;股价最高最低价波动之间
振幅;股价最高最低价之间波动
振幅;股价最高最低价之间振副
振幅;振幅
振幅;波动
振幅;
流通a股;盘面
流通a股;流通盘
流通a股;流通股本
流通a股;流通a股
流通a股;流通
流通a股;流动股本
流通a股;盘子
流通a股;流通总股本
流通a股;流通股
流通a股;
最高价;股价最高价
最高价;最高股价
最高价;股价最高
最高价;最高价
最高价;
营业利润(n年,增长率);营业利润n年增长率
营业利润(n年,增长率);单季度.营业利润
营业利润(n年,增长率);主营业务利润n年增长率
营业利润(n年,增长率);营业利润
营业利润(n年,增长率);
其他投资现金流入(特殊及平衡项目);
所属同花顺行业代码;
借款所收到的现金;
单季度.现金流量表附注财务费用;单季度现金流量表附注财务费用
单季度.现金流量表附注财务费用;单季度.现金流量表.现金流量表附注财务费用
单季度.现金流量表附注财务费用;
总股本;股本
总股本;股量
总股本;总盘
总股本;总股
总股本;总股数
总股本;每股收益基数
总股本;股数
总股本;发行量
总股本;古本
总股本;
单季度.支付赔付款项的现金;单季度支付赔付款项的现金
单季度.支付赔付款项的现金;
是否分红;
网络投票截止日;
融券卖出量;融券总成交量
融券卖出量;融券卖出
融券卖出量;
利润表.未确认的投资损失;利润表未确认的投资损失
利润表.未确认的投资损失;
一月内评级调高家数;一个月内评级调高家数
一月内评级调高家数;
其他补贴款;
预测主营业务收入最大值;
期末现金及现金等价物余额;现金及现金等价物
期末现金及现金等价物余额;
年最高价;最高价
年最高价;
经营性应付项目的增加(减减少);
内部职工股;内部职工持股
内部职工股;
限售股份(国家持股);
间接法-经营活动产生的现金流量净额;
单季度.经营性应付项目的增加(减减少);单季度经营性应付项目的增加(减减少)
单季度.经营性应付项目的增加(减减少);
企业价值(含货币资金)(ev1);企业价值
企业价值(含货币资金)(ev1);
限售股份(境内法人持股);
其他营业支出;
归属母公司股东的净利润(n年,增长率);净利润(n年
归属母公司股东的净利润(n年,增长率);归属母公司股东的净利润
归属母公司股东的净利润(n年,增长率);净利润(n年,增长率)
归属母公司股东的净利润(n年,增长率);
